"pu_hour","pu_month","pu_wday","avg_tip_amount"
8,"Feb","Thu",2.21129523873889
8,"Feb","Fri",2.06127296143157
8,"Feb","Sat",1.74280785268829
8,"Mar","Sun",1.9412114316569
8,"Mar","Mon",2.2091120933738
8,"Mar","Tue",2.16722675884936
8,"Mar","Wed",2.19091420314078
8,"Mar","Thu",2.20683186527623
8,"Mar","Fri",2.15593823500758
8,"Mar","Sat",1.92239936569895
8,"Apr","Sun",1.87676710880431
8,"Apr","Mon",2.19194994040524
8,"Apr","Tue",2.21845423017515
8,"Apr","Wed",2.20210723639364
8,"Apr","Thu",2.22441262575185
8,"Apr","Fri",2.20855580792346
8,"Apr","Sat",1.82465326143938
8,"May","Sun",1.93858158429248
8,"May","Mon",2.28287458745875
8,"May","Tue",2.20897356057117
8,"May","Wed",2.25586973551153
8,"May","Thu",2.26250741504477
8,"May","Fri",2.23007337605992
8,"May","Sat",1.90382466998316
8,"Jun","Sun",2.02708696409899
8,"Jun","Mon",2.27122831031845
8,"Jun","Tue",2.19088888888889
8,"Jun","Wed",2.24194629746953
8,"Jun","Thu",2.25600696688932
8,"Jun","Fri",2.2437709664344
8,"Jun","Sat",1.92020264346888
8,"Jul","Sun",2.04923214399694
8,"Jul","Mon",2.23685667079719
8,"Jul","Tue",2.19257482546485
8,"Jul","Wed",2.16880082260131
8,"Jul","Thu",2.26862731888068
8,"Jul","Fri",2.15538364408146
8,"Jul","Sat",1.90441339612768
8,"Aug","Sun",1.98282388472913
8,"Aug","Mon",2.24894223518174
8,"Aug","Tue",2.16889917647606
8,"Aug","Wed",2.16538372907394
8,"Aug","Thu",2.28471688121976
8,"Aug","Fri",2.17923810109458
8,"Aug","Sat",1.97776036120458
8,"Sep","Sun",1.98448699360341
8,"Sep","Mon",2.29965973933001
8,"Sep","Tue",2.26585547981122
8,"Sep","Wed",2.25873575505759
8,"Sep","Thu",2.27492429859133
8,"Sep","Fri",2.26783496664745
8,"Sep","Sat",1.91304650584432
8,"Oct","Sun",1.98149231457991
8,"Oct","Mon",2.21232783705141
8,"Oct","Tue",2.18197507267792
8,"Oct","Wed",2.2126206440646
8,"Oct","Thu",2.23723999769399
8,"Oct","Fri",2.24031325016725
8,"Oct","Sat",1.97549123738715
8,"Nov","Sun",2.05254759294329
8,"Nov","Mon",2.2643269251377
8,"Nov","Tue",2.25864210751767
8,"Nov","Wed",2.23255696697284
8,"Nov","Thu",2.23771282142302
8,"Nov","Fri",2.19294370411607
8,"Nov","Sat",1.88688391108668
8,"Dec","Sun",2.06781681851868
8,"Dec","Mon",2.17428337782457
8,"Dec","Tue",2.14435065542196
8,"Dec","Wed",2.26206169710362
8,"Dec","Thu",2.26477470609477
8,"Dec","Fri",2.19416399158145
8,"Dec","Sat",1.92171255356003
9,"Jan","Sun",1.48178978354978
9,"Jan","Mon",1.81650757575758
9,"Jan","Tue",1.86825073515974
9,"Jan","Wed",1.84851568512064
9,"Jan","Thu",1.84583274711076
9,"Jan","Fri",1.78126732371276
9,"Jan","Sat",1.45028713287448
9,"Feb","Sun",1.7539370105094
9,"Feb","Mon",2.18467515514659
9,"Feb","Tue",2.21345642018277
9,"Feb","Wed",2.22699934543074
9,"Feb","Thu",2.23364508393285
9,"Feb","Fri",2.08708626681312
9,"Feb","Sat",1.66940251163516
9,"Mar","Sun",1.83269199178645
9,"Mar","Mon",2.2004614342562
9,"Mar","Tue",2.21483279579019
9,"Mar","Wed",2.25928008495892
9,"Mar","Thu",2.24446724229204
9,"Mar","Fri",2.1878397605583
9,"Mar","Sat",1.76036709498063
9,"Apr","Sun",1.77615188343517
9,"Apr","Mon",2.23130518463006
9,"Apr","Tue",2.232426245315
9,"Apr","Wed",2.2363562894609
9,"Apr","Thu",2.25469825314359
9,"Apr","Fri",2.17772018076601
9,"Apr","Sat",1.72715012183494
9,"May","Sun",1.84587267131055
9,"May","Mon",2.23748343730354
9,"May","Tue",2.24344366183366
9,"May","Wed",2.2869684985054
9,"May","Thu",2.29217484465395
9,"May","Fri",2.25030596930624
9,"May","Sat",1.82036563224491
9,"Jun","Sun",1.87225475974615
9,"Jun","Mon",2.27978837008214
9,"Jun","Tue",2.24826620108863
9,"Jun","Wed",2.28723521107695
9,"Jun","Thu",2.2818513667426
9,"Jun","Fri",2.21934264377031
9,"Jun","Sat",1.84217086700779
9,"Jul","Sun",1.82810256410256
9,"Jul","Mon",2.19503729385307
9,"Jul","Tue",2.20599147009267
9,"Jul","Wed",2.17497349883737
9,"Jul","Thu",2.23639800389484
9,"Jul","Fri",2.11102292539488
9,"Jul","Sat",1.80232634190347
9,"Aug","Sun",1.80333303318176
9,"Aug","Mon",2.17781923439851
9,"Aug","Tue",2.15138703929476
9,"Aug","Wed",2.14655594524267
9,"Aug","Thu",2.2062858444161
9,"Aug","Fri",2.13031771674744
9,"Aug","Sat",1.85962319110037
9,"Sep","Sun",1.86366999168745
9,"Sep","Mon",2.26430105227137
9,"Sep","Tue",2.33288664830772
9,"Sep","Wed",2.31318986349683
9,"Sep","Thu",2.30343510483309
9,"Sep","Fri",2.3425765386167
9,"Sep","Sat",1.85529661898956
9,"Oct","Sun",1.86020788770053
9,"Oct","Mon",2.19971237091273
9,"Oct","Tue",2.22362251038224
9,"Oct","Wed",2.22106882538863
9,"Oct","Thu",2.28724046875
9,"Oct","Fri",2.26368356098479
9,"Oct","Sat",1.85823879704155
9,"Nov","Sun",1.84694446278809
9,"Nov","Mon",2.2811233023505
9,"Nov","Tue",2.27540082696933
9,"Nov","Wed",2.2226544409527
9,"Nov","Thu",2.27490490953681
9,"Nov","Fri",2.20570454505308
9,"Nov","Sat",1.83434490167686
9,"Dec","Sun",1.84224005042835
9,"Dec","Mon",2.12326752240066
9,"Dec","Tue",2.13818768694862
9,"Dec","Wed",2.23336484155304
9,"Dec","Thu",2.2710606746195
9,"Dec","Fri",2.16227027489937
9,"Dec","Sat",1.8190449995491
10,"Jan","Sun",1.48964424596703
10,"Jan","Mon",1.77531776542695
10,"Jan","Tue",1.84184077620694
10,"Jan","Wed",1.80404778905069
10,"Jan","Thu",1.776071725132
10,"Jan","Fri",1.74558755996556
10,"Jan","Sat",1.47272425392444
10,"Feb","Sun",1.80278323575969
10,"Feb","Mon",2.12951651949369
10,"Feb","Tue",2.1475389997942
10,"Feb","Wed",2.19918684184134
10,"Feb","Thu",2.20298519753359
10,"Feb","Fri",2.01391907925961
10,"Feb","Sat",1.71901165299957
10,"Mar","Sun",1.8566259154823
10,"Mar","Mon",2.12921262240547
10,"Mar","Tue",2.18512094961795
10,"Mar","Wed",2.24653944887891
10,"Mar","Thu",2.23950872031126
10,"Mar","Fri",2.15098029224675
10,"Mar","Sat",1.80266426202171
10,"Apr","Sun",1.80864600009703
10,"Apr","Mon",2.15185416368579
10,"Apr","Tue",2.19274720866484
10,"Apr","Wed",2.20574954522904
10,"Apr","Thu",2.18869549692521
10,"Apr","Fri",2.15363061300928
10,"Apr","Sat",1.75373062188168
10,"May","Sun",1.86566069442728
10,"May","Mon",2.25176000595519
10,"May","Tue",2.22004349717268
10,"May","Wed",2.27466858410716
10,"May","Thu",2.27369541361392
10,"May","Fri",2.20304777091674
10,"May","Sat",1.80822199769731
10,"Jun","Sun",1.91430243086996
10,"Jun","Mon",2.19959357519207
10,"Jun","Tue",2.21403411061026
10,"Jun","Wed",2.26217651166612
10,"Jun","Thu",2.22579869568634
10,"Jun","Fri",2.16865632458234
10,"Jun","Sat",1.8320097020097
10,"Jul","Sun",1.8670125405193
10,"Jul","Mon",2.11290642013354
10,"Jul","Tue",2.1176993813431
10,"Jul","Wed",2.08909740177554
10,"Jul","Thu",2.11381341772152
10,"Jul","Fri",2.04689166331051
10,"Jul","Sat",1.78050431758215
10,"Aug","Sun",1.79185844985327
10,"Aug","Mon",2.10804264147853
10,"Aug","Tue",2.10276899201892
10,"Aug","Wed",2.08049972503168
10,"Aug","Thu",2.15137017702695
10,"Aug","Fri",2.06171584538212
10,"Aug","Sat",1.82011664899258
10,"Sep","Sun",1.86648549478271
10,"Sep","Mon",2.20179214701273
10,"Sep","Tue",2.25507747824241
10,"Sep","Wed",2.24736191037201
10,"Sep","Thu",2.30711507582516
10,"Sep","Fri",2.28581493626455
10,"Sep","Sat",1.86984446082293
10,"Oct","Sun",1.86772270629181
10,"Oct","Mon",2.16279987967211
10,"Oct","Tue",2.16399274553571
10,"Oct","Wed",2.1789722067997
10,"Oct","Thu",2.26287731430226
10,"Oct","Fri",2.23514636283961
10,"Oct","Sat",1.84207735715965
10,"Nov","Sun",1.85696779125974
10,"Nov","Mon",2.24437445967642
10,"Nov","Tue",2.28906582961227
10,"Nov","Wed",2.21596634140051
10,"Nov","Thu",2.27632519542995
10,"Nov","Fri",2.16083388425322
10,"Nov","Sat",1.82964906961761
10,"Dec","Sun",1.88081618094459
10,"Dec","Mon",2.09763938222423
10,"Dec","Tue",2.0801864810611
10,"Dec","Wed",2.19290342091257
10,"Dec","Thu",2.23651743618061
10,"Dec","Fri",2.1405566613443
10,"Dec","Sat",1.79214686969617
11,"Jan","Sun",1.47325053430453
11,"Jan","Mon",1.69660364191473
11,"Jan","Tue",1.75097481880527
11,"Jan","Wed",1.73559069222126
11,"Jan","Thu",1.7559759642433
11,"Jan","Fri",1.7231103774354
11,"Jan","Sat",1.45672029293185
11,"Feb","Sun",1.80990436165379
11,"Feb","Mon",2.09690061190432
11,"Feb","Tue",2.08527034729856
11,"Feb","Wed",2.13133766463187
11,"Feb","Thu",2.18963200259524
11,"Feb","Fri",2.01776742437731
11,"Feb","Sat",1.72575903990025
11,"Mar","Sun",1.87849074928374
11,"Mar","Mon",2.06811911482175
11,"Mar","Tue",2.17648054145516
11,"Mar","Wed",2.18322833707374
11,"Mar","Thu",2.23197365131263
11,"Mar","Fri",2.14654011983641
11,"Mar","Sat",1.84049973541474
11,"Apr","Sun",1.86234517420564
11,"Apr","Mon",2.10183883478411
11,"Apr","Tue",2.1745564894187
11,"Apr","Wed",2.18642821239721
11,"Apr","Thu",2.23034273251285
11,"Apr","Fri",2.14931399550737
11,"Apr","Sat",1.84229397921569
11,"May","Sun",1.90324076427724
11,"May","Mon",2.18928687000411
11,"May","Tue",2.20933846987299
11,"May","Wed",2.30662680570171
11,"May","Thu",2.3060427380458
11,"May","Fri",2.1995329760115
11,"May","Sat",1.86973557941965
11,"Jun","Sun",2.01760371826065
11,"Jun","Mon",2.19027609516285
11,"Jun","Tue",2.23414810368115
11,"Jun","Wed",2.26087131393983
11,"Jun","Thu",2.27876812874105
11,"Jun","Fri",2.21448823420799
11,"Jun","Sat",1.87579981651376
11,"Jul","Sun",1.92054167626065
11,"Jul","Mon",2.13530731063183
11,"Jul","Tue",2.11840433517017
11,"Jul","Wed",2.09174125191691
11,"Jul","Thu",2.1391990754698
11,"Jul","Fri",2.05075565575682
11,"Jul","Sat",1.79267812818436
11,"Aug","Sun",1.87836500735655
11,"Aug","Mon",2.08260633996442
11,"Aug","Tue",2.04945967034039
11,"Aug","Wed",2.07431060343833
11,"Aug","Thu",2.17619972077579
11,"Aug","Fri",2.06206458290209
11,"Aug","Sat",1.91646665732044
11,"Sep","Sun",1.95069176156476
11,"Sep","Mon",2.17645045986622
11,"Sep","Tue",2.26620556216052
11,"Sep","Wed",2.29940026969074
11,"Sep","Thu",2.34467803361933
11,"Sep","Fri",2.27318388373976
11,"Sep","Sat",1.94291469140044
11,"Oct","Sun",1.98523580470953
11,"Oct","Mon",2.1947188057925
11,"Oct","Tue",2.18374674945603
11,"Oct","Wed",2.19708216917471
11,"Oct","Thu",2.29927706185567
11,"Oct","Fri",2.26483540784735
11,"Oct","Sat",1.91772354804646
11,"Nov","Sun",1.88725608433474
11,"Nov","Mon",2.18589658130131
11,"Nov","Tue",2.25005715036458
11,"Nov","Wed",2.2098822083376
11,"Nov","Thu",2.24474072732213
11,"Nov","Fri",2.13300170852554
11,"Nov","Sat",1.83075894126106
11,"Dec","Sun",1.89576545006919
11,"Dec","Mon",2.09774445211743
11,"Dec","Tue",2.06750382765639
11,"Dec","Wed",2.19554500298947
11,"Dec","Thu",2.1767638221768
11,"Dec","Fri",2.15009089782258
11,"Dec","Sat",1.81158795106405
12,"Jan","Sun",1.5893487403215
12,"Jan","Mon",1.68756232516044
12,"Jan","Tue",1.73592260226255
12,"Jan","Wed",1.7404347826087
12,"Jan","Thu",1.74042083986968
12,"Jan","Fri",1.69942094220866
12,"Jan","Sat",1.52879746496474
12,"Feb","Sun",1.92232681411077
12,"Feb","Mon",2.05774090632867
12,"Feb","Tue",2.06945805315402
12,"Feb","Wed",2.12664560747664
12,"Feb","Thu",2.2005390114301
12,"Feb","Fri",2.01741971186313
12,"Feb","Sat",1.79481681498493
12,"Mar","Sun",1.96559483994267
12,"Mar","Mon",2.08745529790153
12,"Mar","Tue",2.13451172962227
12,"Mar","Wed",2.21755180658874
12,"Mar","Thu",2.24729255694697
12,"Mar","Fri",2.13151754721309
12,"Mar","Sat",1.88913232007152
12,"Apr","Sun",1.96482623386026
12,"Apr","Mon",2.13067848868605
12,"Apr","Tue",2.17585989180957
12,"Apr","Wed",2.20344080247032
12,"Apr","Thu",2.23437152370854
12,"Apr","Fri",2.13355872688011
12,"Apr","Sat",1.87297409657819
12,"May","Sun",1.97698219162275
12,"May","Mon",2.20217597613883
12,"May","Tue",2.25909105566528
12,"May","Wed",2.31413477855407
12,"May","Thu",2.34717526371228
12,"May","Fri",2.22598323790812
12,"May","Sat",1.89903440172586
12,"Jun","Sun",2.08741795534303
12,"Jun","Mon",2.23329519935596
12,"Jun","Tue",2.20694288279847
12,"Jun","Wed",2.27392889873224
12,"Jun","Thu",2.28683305455844
12,"Jun","Fri",2.22443869442973
12,"Jun","Sat",1.88348037980002
12,"Jul","Sun",1.95911333246787
12,"Jul","Mon",2.04648911612645
12,"Jul","Tue",2.09110869790051
12,"Jul","Wed",2.11158473978579
12,"Jul","Thu",2.11905802509445
12,"Jul","Fri",2.02023638575484
12,"Jul","Sat",1.82074626865672
12,"Aug","Sun",1.97357192572176
12,"Aug","Mon",2.03813758516755
12,"Aug","Tue",2.02676466274124
12,"Aug","Wed",2.0767756311839
12,"Aug","Thu",2.15712526066518
12,"Aug","Fri",2.07932562357392
12,"Aug","Sat",1.90189422639794
12,"Sep","Sun",2.05738422914109
12,"Sep","Mon",2.239073906545
12,"Sep","Tue",2.24090119143599
12,"Sep","Wed",2.2691993822136
12,"Sep","Thu",2.32811980374849
12,"Sep","Fri",2.27222698941257
12,"Sep","Sat",1.97683193777362
12,"Oct","Sun",2.06875348764098
12,"Oct","Mon",2.17978483294702
12,"Oct","Tue",2.18188277629725
12,"Oct","Wed",2.21031404984868
12,"Oct","Thu",2.29719564142244
12,"Oct","Fri",2.24824973167818
12,"Oct","Sat",1.96792775665399
12,"Nov","Sun",1.98727630927631
12,"Nov","Mon",2.22624299065421
12,"Nov","Tue",2.26019324476282
12,"Nov","Wed",2.2520445391624
12,"Nov","Thu",2.28450892375424
12,"Nov","Fri",2.1554729859335
12,"Nov","Sat",1.88398364806736
12,"Dec","Sun",1.98265512289332
12,"Dec","Mon",2.08132106061398
12,"Dec","Tue",2.08802044702816
12,"Dec","Wed",2.19540453214789
12,"Dec","Thu",2.21600256994334
12,"Dec","Fri",2.16410235098551
12,"Dec","Sat",1.88214021583277
13,"Jan","Sun",1.66583330091422
13,"Jan","Mon",1.73958621816474
13,"Jan","Tue",1.77639500563773
13,"Jan","Wed",1.78300627046395
13,"Jan","Thu",1.79122286616707
13,"Jan","Fri",1.75583592223979
13,"Jan","Sat",1.56452163846839
13,"Feb","Sun",2.0328977239195
13,"Feb","Mon",2.0805961150621
13,"Feb","Tue",2.11075909235923
13,"Feb","Wed",2.14299361722397
13,"Feb","Thu",2.26434664591322
13,"Feb","Fri",2.06475660821774
13,"Feb","Sat",1.81817826330925
13,"Mar","Sun",2.06417593864642
13,"Mar","Mon",2.07619452481638
13,"Mar","Tue",2.1243831336809
13,"Mar","Wed",2.24378713103526
13,"Mar","Thu",2.27244601528183
13,"Mar","Fri",2.15852415338268
13,"Mar","Sat",1.93363926693134
13,"Apr","Sun",2.04869974053337
13,"Apr","Mon",2.11444175809517
13,"Apr","Tue",2.19245197883732
13,"Apr","Wed",2.2646208434319
13,"Apr","Thu",2.29120837495053
13,"Apr","Fri",2.19010051019433
13,"Apr","Sat",1.90848818523794
13,"May","Sun",2.03166747636309
13,"May","Mon",2.21762046870886
13,"May","Tue",2.2695811048136
13,"May","Wed",2.36934872230137
13,"May","Thu",2.38441551874722
13,"May","Fri",2.29219089293448
13,"May","Sat",1.94313763233879
13,"Jun","Sun",2.17458019571465
13,"Jun","Mon",2.2244004838676
13,"Jun","Tue",2.24712627560957
13,"Jun","Wed",2.3229135811894
13,"Jun","Thu",2.39944702309323
13,"Jun","Fri",2.26859073791349
13,"Jun","Sat",1.92424637450199
13,"Jul","Sun",1.99611619657166
13,"Jul","Mon",2.07034401861792
13,"Jul","Tue",2.13039129255391
13,"Jul","Wed",2.1434243462169
13,"Jul","Thu",2.17352481554466
13,"Jul","Fri",2.0925778843667
13,"Jul","Sat",1.85102937709247
13,"Aug","Sun",2.05541278223851
13,"Aug","Mon",2.08627974937467
13,"Aug","Tue",2.08006596217271
13,"Aug","Wed",2.07308082918878
13,"Aug","Thu",2.21335288792953
13,"Aug","Fri",2.11458508719182
13,"Aug","Sat",1.87004862001903
13,"Sep","Sun",2.13687148388982
13,"Sep","Mon",2.24142806034226
13,"Sep","Tue",2.28048625745415
13,"Sep","Wed",2.32842263721919
13,"Sep","Thu",2.3831461125736
13,"Sep","Fri",2.29289683881329
13,"Sep","Sat",2.0261572260565
13,"Oct","Sun",2.19631577879249
13,"Oct","Mon",2.23279442930669
13,"Oct","Tue",2.17381962148199
13,"Oct","Wed",2.29178562993056
13,"Oct","Thu",2.36119396002388
13,"Oct","Fri",2.32455279591546
13,"Oct","Sat",1.98832104208417
13,"Nov","Sun",2.11427742678905
13,"Nov","Mon",2.25355362503411
13,"Nov","Tue",2.3277726456766
13,"Nov","Wed",2.31523095813518
13,"Nov","Thu",2.32521727155236
13,"Nov","Fri",2.16237169857039
13,"Nov","Sat",1.94276106221184
13,"Dec","Sun",2.06679191867199
13,"Dec","Mon",2.13189404337085
13,"Dec","Tue",2.12529684570051
13,"Dec","Wed",2.29930641217079
13,"Dec","Thu",2.30615796727294
13,"Dec","Fri",2.19821429269723
13,"Dec","Sat",1.94239898575311
14,"Jan","Sun",1.75962563715311
14,"Jan","Mon",1.7504680287552
14,"Jan","Tue",1.77643199638118
14,"Jan","Wed",1.79045593613479
14,"Jan","Thu",1.80949428686651
14,"Jan","Fri",1.79140767610578
14,"Jan","Sat",1.60548668343092
14,"Feb","Sun",2.09217540876648
14,"Feb","Mon",2.13878464281561
14,"Feb","Tue",2.09240102218436
14,"Feb","Wed",2.19315807105704
14,"Feb","Thu",2.30156562939308
14,"Feb","Fri",2.09087170362413
14,"Feb","Sat",1.93412332313486
14,"Mar","Sun",2.16744250779679
14,"Mar","Mon",2.14232963485155
14,"Mar","Tue",2.2015825646261
14,"Mar","Wed",2.30388318038479
14,"Mar","Thu",2.314610515815
14,"Mar","Fri",2.19999891135727
14,"Mar","Sat",2.01070667666917
14,"Apr","Sun",2.12861339118199
14,"Apr","Mon",2.12734103608583
14,"Apr","Tue",2.21331607960112
14,"Apr","Wed",2.29938824383164
14,"Apr","Thu",2.3123826393524
14,"Apr","Fri",2.21259744426028
14,"Apr","Sat",1.9694829656311
14,"May","Sun",2.15844737932854
14,"May","Mon",2.26876694514502
14,"May","Tue",2.27817580170744
14,"May","Wed",2.40211327388098
14,"May","Thu",2.45373340250417
14,"May","Fri",2.32252170853564
14,"May","Sat",2.01589864034566
14,"Jun","Sun",2.27582165350031
14,"Jun","Mon",2.29042497947651
14,"Jun","Tue",2.31049128456685
14,"Jun","Wed",2.36472857693225
14,"Jun","Thu",2.47172256400079
14,"Jun","Fri",2.36131658710313
14,"Jun","Sat",1.98812852551489
14,"Jul","Sun",2.11799472541835
14,"Jul","Mon",2.14778559588051
14,"Jul","Tue",2.13765760377602
14,"Jul","Wed",2.18456936093721
14,"Jul","Thu",2.23953665965936
14,"Jul","Fri",2.17700880736375
14,"Jul","Sat",1.87514442950346
14,"Aug","Sun",2.16716459056565
14,"Aug","Mon",2.13475761415364
14,"Aug","Tue",2.11083480146361
14,"Aug","Wed",2.15310045207582
14,"Aug","Thu",2.2609848700635
14,"Aug","Fri",2.16824830240749
14,"Aug","Sat",1.94274316506193
14,"Sep","Sun",2.25638128877255
14,"Sep","Mon",2.25995367318212
14,"Sep","Tue",2.30244082840237
14,"Sep","Wed",2.33878353646665
14,"Sep","Thu",2.43533273465417
14,"Sep","Fri",2.33485442719424
14,"Sep","Sat",2.08468379118599
14,"Oct","Sun",2.35795821442263
14,"Oct","Mon",2.2458206818134
14,"Oct","Tue",2.23124038103512
14,"Oct","Wed",2.38659593571364
14,"Oct","Thu",2.39386907395935
14,"Oct","Fri",2.36570993341239
14,"Oct","Sat",2.07742966329271
14,"Nov","Sun",2.23676180218991
14,"Nov","Mon",2.31491233066189
14,"Nov","Tue",2.35468391556137
14,"Nov","Wed",2.40752809400051
14,"Nov","Thu",2.38757366573311
14,"Nov","Fri",2.28561732474678
14,"Nov","Sat",2.03218084219146
14,"Dec","Sun",2.19353645858324
14,"Dec","Mon",2.18146110267122
14,"Dec","Tue",2.19954463358108
14,"Dec","Wed",2.37023471637603
14,"Dec","Thu",2.37930953078106
14,"Dec","Fri",2.31290456957601
14,"Dec","Sat",2.00374371243948
15,"Jan","Sun",1.81708352759077
15,"Jan","Mon",1.75328100937981
15,"Jan","Tue",1.75100017231971
15,"Jan","Wed",1.78826532978651
15,"Jan","Thu",1.79121101012859
15,"Jan","Fri",1.76473902414853
15,"Jan","Sat",1.62315776150133
15,"Feb","Sun",2.18910188557745
15,"Feb","Mon",2.12074456239329
15,"Feb","Tue",2.11463336875664
15,"Feb","Wed",2.19223926433291
15,"Feb","Thu",2.25840918679019
15,"Feb","Fri",2.08441048179783
15,"Feb","Sat",1.91468448546056
15,"Mar","Sun",2.25135593738535
15,"Mar","Mon",2.17947827827828
15,"Mar","Tue",2.19926264157674
15,"Mar","Wed",2.31666654929577
15,"Mar","Thu",2.32873691734314
15,"Mar","Fri",2.20371060813838
15,"Mar","Sat",2.02179646069556
15,"Apr","Sun",2.26164988665836
15,"Apr","Mon",2.16846686790283
15,"Apr","Tue",2.18930558284447
15,"Apr","Wed",2.29583941735186
15,"Apr","Thu",2.33485112112268
15,"Apr","Fri",2.1856520501139
15,"Apr","Sat",1.99925905783512
15,"May","Sun",2.20410788295756
15,"May","Mon",2.28071315186078
15,"May","Tue",2.28432128209298
15,"May","Wed",2.35111115902655
15,"May","Thu",2.42613720703814
15,"May","Fri",2.27744724370886
15,"May","Sat",2.0201531236051
15,"Jun","Sun",2.35360393006575
15,"Jun","Mon",2.21906042770257
15,"Jun","Tue",2.23112941898605
15,"Jun","Wed",2.38442510794998
15,"Jun","Thu",2.39506485998193
15,"Jun","Fri",2.33321926189067
15,"Jun","Sat",2.00630208419009
15,"Jul","Sun",2.23892500608717
15,"Jul","Mon",2.11622069132221
15,"Jul","Tue",2.11854275600013
15,"Jul","Wed",2.19049083420819
15,"Jul","Thu",2.19849472470206
15,"Jul","Fri",2.20405602053342
15,"Jul","Sat",1.90730023465481
15,"Aug","Sun",2.2269253871667
15,"Aug","Mon",2.16636808500722
15,"Aug","Tue",2.15228593855124
15,"Aug","Wed",2.13377196679169
15,"Aug","Thu",2.26367538748099
15,"Aug","Fri",2.1754864271564
15,"Aug","Sat",1.93626278440861
15,"Sep","Sun",2.36539857845817
15,"Sep","Mon",2.25202503839697
15,"Sep","Tue",2.33352729723658
15,"Sep","Wed",2.35079410965814
15,"Sep","Thu",2.42748080220681
15,"Sep","Fri",2.36741253699628
15,"Sep","Sat",2.0811522975133
15,"Oct","Sun",2.46873936310203
15,"Oct","Mon",2.26320412178746
15,"Oct","Tue",2.25436649503494
15,"Oct","Wed",2.38759101082538
15,"Oct","Thu",2.41504670541486
15,"Oct","Fri",2.41886195898083
15,"Oct","Sat",2.05945793214799
15,"Nov","Sun",2.35198625541346
15,"Nov","Mon",2.26605735183143
15,"Nov","Tue",2.32139933024796
15,"Nov","Wed",2.35799191027762
15,"Nov","Thu",2.40497902319322
15,"Nov","Fri",2.26222005946725
15,"Nov","Sat",2.02977640113694
15,"Dec","Sun",2.21407671118127
15,"Dec","Mon",2.15599975014055
15,"Dec","Tue",2.16247797339532
15,"Dec","Wed",2.36247981429148
15,"Dec","Thu",2.37126109674736
15,"Dec","Fri",2.3031498736139
15,"Dec","Sat",2.00199225285517
16,"Jan","Sun",1.84478687653079
16,"Jan","Mon",1.93563116389549
16,"Jan","Tue",1.96006008125873
16,"Jan","Wed",1.92634083689258
16,"Jan","Thu",1.97424672036165
16,"Jan","Fri",1.94968988827506
16,"Jan","Sat",1.62976002796469
16,"Feb","Sun",2.21552759187272
